,closeDateTime,customerCode,onTimeSolution
15834,1546436160,3363,S
15821,1546437180,3363,S
15826,1546437420,3363,S
15830,1546437900,3363,S
12511,1546438380,3363,S
15786,1546438740,3363,S
15820,1546438980,3363,S
12589,1546440180,3363,S
15816,1546440360,3363,S
15818,1546441320,3363,S
15817,1546442040,3363,S
15763,1546442640,3363,S
15806,1546442640,3363,S
15822,1546442820,3363,S
15819,1546443000,3363,S
12488,1546443660,3363,S
11999,1546444260,3363,S
12504,1546444260,3363,S
12364,1546444260,3363,S
12429,1546444320,3363,S
15758,1546444860,3363,S
12051,1546445160,3363,S
12423,1546445160,3363,S
12544,1546445460,3363,S
12534,1546445460,3363,S
12343,1546445880,3363,S
12238,1546445940,3363,S
12479,1546446300,3363,S
12414,1546447740,3363,S
10528,1546447740,3363,S
15835,1546447920,3363,S
12348,1546447980,3363,S
12559,1546448040,3363,S
12421,1546448100,3363,S
12334,1546448580,3363,S
10549,1546448700,3363,S
12560,1546448880,3363,S
12551,1546449180,3363,S
12315,1546449660,3363,S
12330,1546449720,3363,S
12537,1546449840,3363,S
12379,1546449900,3363,S
12372,1546449900,3363,N
12497,1546450140,3363,S
15770,1546450500,3363,S
12297,1546450740,3363,S
15754,1546450920,3363,S
12548,1546451220,3363,S
10547,1546451280,3363,S
12239,1546451280,3363,S
15701,1546451820,3363,S
12240,1546451940,3363,S
15740,1546452000,3363,S
15727,1546452180,3363,S
10527,1546452240,3363,S
15713,1546452300,3363,S
12487,1546452600,3363,S
15753,1546454400,3363,S
10721,1546454580,3363,S
12217,1546455120,3363,S
12563,1546455240,3363,S
12291,1546455480,3363,S
15001,1546455960,3363,N
12366,1546456140,3363,S
15805,1546456320,3363,S
12321,1546457820,3363,S
15652,1546459260,3363,S
12483,1546459800,3363,S
10867,1546459800,3363,S
15670,1546459980,3363,S
15723,1546460520,3363,S
15773,1546460820,3363,S
15812,1546460820,3363,S
15718,1546461420,3363,S
15731,1546461480,3363,S
15728,1546461540,3363,S
10798,1546461600,3363,S
9946,1546461660,3363,S
15775,1546461720,3363,S
12237,1546461900,3363,S
15679,1546462080,3363,S
11073,1546462080,3363,S
15734,1546462560,3363,S
12535,1546462740,3363,S
10545,1546462740,3363,S
11130,1546462860,3363,S
12444,1546462920,3363,S
15637,1546463040,3363,S
15673,1546463280,3363,S
15691,1546463820,3363,S
11133,1546463880,3363,S
15671,1546464180,3363,S
15661,1546464420,3363,S
15707,1546464840,3363,S
15672,1546464900,3363,S
15705,1546464960,3363,S
10530,1546465020,3363,S
10536,1546465980,3363,S
15693,1546466340,3363,S
15629,1546466400,3363,S
10539,1546466400,3363,S
15666,1546466580,3363,S
15755,1546466820,3363,N
15674,1546466880,3363,S
15657,1546466940,3363,S
15643,1546467000,3363,S
12577,1546467060,3363,S
15636,1546467300,3363,S
12553,1546467300,3363,S
15651,1546467300,3363,S
15632,1546467660,3363,S
15640,1546467720,3363,S
12428,1546467720,3363,S
15813,1546467780,3363,S
15660,1546467840,3363,S
12561,1546467960,3363,S
15717,1546468500,3363,S
12602,1546468680,3363,S
15628,1546468920,3363,S
15645,1546468980,3363,S
15627,1546468980,3363,S
15675,1546469100,3363,
10620,1546469340,3363,N
15642,1546470300,3363,S
10613,1546470420,3363,S
12433,1546470720,3363,N
10896,1546472700,3363,S
15646,1546473300,3363,S
15737,1546473480,3363,S
12607,1546474140,3363,S
12498,1546479120,3363,S
12557,1546488300,3363,S
15649,1546489260,3363,S
10874,1546523700,3363,S
15579,1546525500,3363,S
15638,1546526280,3363,S
15663,1546526820,3363,N
15771,1546527720,3363,S
12298,1546528320,3363,S
12374,1546528380,3363,S
12512,1546528440,3363,S
12609,1546528680,3363,S
15624,1546528920,3363,S
15586,1546529400,3363,S
15644,1546530000,3363,S
15635,1546530060,3363,S
12531,1546530240,3363,S
10964,1546530420,3363,S
15567,1546530480,3363,S
15549,1546530720,3363,S
11752,1546531320,3363,S
12468,1546531320,3363,S
15609,1546531380,3363,S
12472,1546531440,3363,S
15689,1546531500,3363,S
12470,1546531560,3363,S
15588,1546531620,3363,S
11164,1546531860,3363,S
15591,1546532220,3363,S
15563,1546532220,3363,S
15596,1546532400,3363,S
12554,1546532760,3363,S
15599,1546533000,3363,S
15742,1546533600,3363,N
12464,1546533720,3363,S
12610,1546533840,3363,S
12536,1546533900,3363,S
12455,1546533960,3363,S
12287,1546534140,3363,S
15537,1546534680,3363,S
15598,1546535100,3363,S
12405,1546535280,3363,S
15741,1546535400,3363,S
15600,1546535460,3363,S
15664,1546535460,3363,N
15590,1546535520,3363,S
15616,1546535580,3363,S
11873,1546535580,3363,S
15667,1546535640,3363,S
12611,1546535760,3363,S
15615,1546535760,3363,S
15618,1546535820,3363,S
15597,1546535820,3363,S
12509,1546535940,3363,S
15683,1546535940,3363,S
15555,1546536000,3363,S
12496,1546536420,3363,S
12486,1546536720,3363,S
15687,1546536900,3363,S
15809,1546537020,3363,S
15653,1546537140,3363,S
15523,1546537260,3363,S
15535,1546537620,3363,S
15735,1546537920,3363,S
12481,1546538460,3363,S
15539,1546538520,3363,S
12457,1546539780,3363,S
15622,1546539900,3363,S
12462,1546540740,3363,S
12394,1546540860,3363,S
15528,1546540980,3363,S
11157,1546540980,3363,S
15538,1546541700,3363,S
12337,1546541940,3363,S
15529,1546542480,3363,S
15536,1546542600,3363,S
