,closeDateTime,customerCode,onTimeSolution
17518,1546437180,8068,N
17638,1546438800,8068,N
17596,1546439760,8068,N
17562,1546439760,8068,S
16804,1546440720,8068,S
17387,1546441560,8068,N
17352,1546441920,8068,N
17546,1546441980,8068,N
17389,1546443060,8068,N
16312,1546443360,8068,N
17531,1546443420,8068,N
17341,1546443660,8068,N
17631,1546445940,8068,S
17515,1546446060,8068,N
17457,1546446660,8068,N
17487,1546446840,8068,N
17498,1546447200,8068,N
17578,1546447860,8068,N
17514,1546448040,8068,N
17536,1546448220,8068,S
17528,1546448640,8068,N
17745,1546448940,8068,S
17379,1546449120,8068,N
17739,1546449240,8068,S
17569,1546449360,8068,N
17375,1546449420,8068,N
16831,1546450560,8068,S
17624,1546451520,8068,N
17315,1546451580,8068,S
17025,1546452300,8068,N
17371,1546452660,8068,N
17429,1546453260,8068,N
17551,1546454760,8068,S
17331,1546454940,8068,S
17563,1546455480,8068,N
17749,1546456320,8068,N
17643,1546457100,8068,N
17049,1546457280,8068,N
17705,1546457700,8068,S
17714,1546458420,8068,S
17719,1546458600,8068,S
17517,1546458660,8068,N
15951,1546459080,8068,N
17731,1546459440,8068,N
17501,1546460700,8068,N
17635,1546461240,8068,S
17155,1546461300,8068,S
17652,1546461480,8068,N
16703,1546461900,8068,N
17552,1546462620,8068,N
17557,1546462920,8068,N
17568,1546463220,8068,N
17511,1546463460,8068,S
17781,1546464120,8068,N
17355,1546464540,8068,S
16454,1546464600,8068,S
17744,1546464720,8068,S
17646,1546464840,8068,N
17356,1546464960,8068,N
17649,1546465020,8068,N
17390,1546465380,8068,S
17717,1546466520,8068,S
17742,1546466640,8068,N
17513,1546467900,8068,N
17774,1546468620,8068,N
17637,1546468680,8068,S
17549,1546469700,8068,S
17602,1546470600,8068,S
17766,1546471140,8068,N
17350,1546471200,8068,S
16832,1546471440,8068,N
17724,1546472460,8068,S
17382,1546474140,8068,S
17479,1546478280,8068,S
17786,1546524240,8068,N
17519,1546525920,8068,N
17755,1546526100,8068,S
17555,1546526100,8068,S
17677,1546526700,8068,N
17726,1546526940,8068,N
17497,1546527060,8068,N
17806,1546527120,8068,S
17695,1546527540,8068,S
17721,1546527780,8068,N
17633,1546529100,8068,N
17450,1546529460,8068,S
17524,1546529700,8068,N
17132,1546530000,8068,N
17558,1546530240,8068,S
17391,1546530600,8068,N
17377,1546530780,8068,S
17623,1546531080,8068,N
17776,1546531380,8068,N
17653,1546531860,8068,S
17554,1546532760,8068,N
17680,1546532880,8068,N
17747,1546533000,8068,N
20071,1546533060,8068,S
17433,1546533600,8068,S
17304,1546534020,8068,N
17594,1546534080,8068,S
17708,1546534500,8068,N
16705,1546535760,8068,N
17212,1546536360,8068,N
17427,1546536600,8068,S
20106,1546536600,8068,N
17530,1546536720,8068,S
17158,1546536840,8068,N
20109,1546537080,8068,N
20100,1546537140,8068,N
17736,1546537560,8068,S
20132,1546537740,8068,S
17750,1546538580,8068,S
17388,1546539060,8068,N
17741,1546539120,8068,S
17654,1546539540,8068,N
17676,1546540080,8068,S
17231,1546540500,8068,N
17344,1546541460,8068,S
17512,1546541820,8068,N
17603,1546542180,8068,S
17701,1546542360,8068,S
17636,1546542900,8068,N
17645,1546543860,8068,N
16931,1546543860,8068,S
17639,1546544280,8068,N
17138,1546544580,8068,N
20125,1546544640,8068,S
16371,1546545300,8068,N
17617,1546545600,8068,N
17468,1546545660,8068,S
17798,1546546020,8068,S
17799,1546546260,8068,N
17156,1546546860,8068,N
17632,1546546980,8068,S
17291,1546547520,8068,N
17314,1546548000,8068,S
17031,1546548600,8068,S
16698,1546548600,8068,N
17593,1546549140,8068,S
17104,1546549320,8068,N
17761,1546549440,8068,N
20107,1546549560,8068,N
20072,1546549620,8068,N
17312,1546549920,8068,N
17782,1546549980,8068,S
17538,1546550520,8068,S
17800,1546550580,8068,N
17308,1546551180,8068,N
17040,1546551960,8068,N
17707,1546552560,8068,S
20091,1546552620,8068,N
17768,1546552800,8068,N
17521,1546553760,8068,S
17715,1546554240,8068,S
17033,1546554360,8068,N
17732,1546554420,8068,S
17591,1546554600,8068,S
17345,1546555440,8068,S
17250,1546555500,8068,S
17346,1546555500,8068,S
20046,1546555560,8068,S
20112,1546555620,8068,N
19660,1546555680,8068,S
17044,1546555800,8068,S
16686,1546556040,8068,S
20073,1546556460,8068,N
17599,1546556700,8068,S
17686,1546557240,8068,S
17140,1546557840,8068,S
17034,1546557900,8068,S
16338,1546558800,8068,S
16922,1546561380,8068,S
17587,1546561440,8068,S
20040,1546561500,8068,N
17353,1546561620,8068,N
17354,1546563300,8068,S
17746,1546564500,8068,N
20116,1546610160,8068,N
17620,1546611000,8068,S
17753,1546611900,8068,S
20045,1546612260,8068,N
17795,1546612440,8068,S
17117,1546612560,8068,N
17796,1546612620,8068,S
20099,1546613340,8068,S
19987,1546613520,8068,S
17556,1546613760,8068,S
17763,1546614540,8068,S
17735,1546614960,8068,S
17545,1546615200,8068,N
20036,1546616580,8068,N
19986,1546616760,8068,S
17317,1546617240,8068,N
20113,1546617780,8068,S
17361,1546617900,8068,N
17762,1546617960,8068,N
20028,1546618200,8068,N
19998,1546618320,8068,N
17043,1546618440,8068,N
17709,1546618680,8068,S
17696,1546619160,8068,N
17733,1546619520,8068,N
17590,1546619580,8068,N
19972,1546619640,8068,S
19963,1546619700,8068,S
17757,1546620360,8068,N
20135,1546620780,8068,S
17775,1546621080,8068,S
17807,1546621080,8068,N
19979,1546621440,8068,S
19971,1546621740,8068,S
17309,1546623000,8068,N
17754,1546623120,8068,S
17791,1546623120,8068,N
17808,1546623300,8068,S
17727,1546623360,8068,N
19977,1546623420,8068,N
20024,1546623720,8068,N
17141,1546623900,8068,N
17801,1546624200,8068,N
19952,1546624200,8068,S
20126,1546624380,8068,N
20120,1546624440,8068,N
17737,1546624860,8068,N
17720,1546624980,8068,S
17642,1546625640,8068,N
19957,1546625760,8068,S
17621,1546626060,8068,N
