,closeDateTime,customerCode,onTimeSolution
9564,1549033320,2581,S
9574,1549034760,2581,S
9573,1549036440,2581,S
9576,1549039980,2581,S
9580,1549042080,2581,S
9208,1549043580,2581,S
9524,1549043880,2581,S
9523,1549044900,2581,S
9525,1549047420,2581,S
9526,1549048260,2581,S
9529,1549048440,2581,S
9579,1549048800,2581,S
9531,1549049040,2581,S
9538,1549050540,2581,S
9527,1549050900,2581,S
9521,1549051020,2581,S
9528,1549051860,2581,S
9519,1549054140,2581,S
9530,1549055400,2581,S
9532,1549055520,2581,S
9533,1549055700,2581,S
9202,1549055760,2581,S
9534,1549055940,2581,S
9535,1549056120,2581,S
9536,1549056240,2581,S
9460,1549056240,2581,S
9537,1549056420,2581,S
9539,1549056660,2581,S
9145,1549057380,2581,N
9200,1549058340,2581,S
9540,1549058340,2581,S
9479,1549058940,2581,S
9568,1549059420,2581,S
9207,1549059540,2581,S
9577,1549059900,2581,S
9199,1549061520,2581,S
9578,1549064160,2581,S
9541,1549073760,2581,S
9542,1549073820,2581,S
9543,1549073880,2581,S
9563,1549073940,2581,S
9562,1549074000,2581,S
9561,1549074120,2581,S
9560,1549074180,2581,S
9559,1549074240,2581,S
9558,1549074300,2581,S
9557,1549074360,2581,S
9556,1549074720,2581,S
9544,1549074780,2581,S
9555,1549074840,2581,S
9554,1549074900,2581,S
9553,1549074960,2581,S
9545,1549075080,2581,S
9546,1549075140,2581,S
9547,1549075200,2581,S
9552,1549075200,2581,S
9551,1549075260,2581,S
9548,1549075320,2581,S
9550,1549075380,2581,S
9549,1549075440,2581,S
9196,1549298520,2581,S
9179,1549299000,2581,S
9575,1549299480,2581,S
9195,1549305660,2581,S
9188,1549306500,2581,S
9187,1549307880,2581,S
9194,1549308960,2581,S
9174,1549309380,2581,S
9189,1549310160,2581,S
9457,1549311840,2581,N
9186,1549315260,2581,S
9184,1549317600,2581,S
9172,1549376760,2581,S
9171,1549376760,2581,S
9166,1549376820,2581,S
9175,1549382160,2581,S
9178,1549382940,2581,S
9180,1549384020,2581,S
9183,1549384260,2581,S
9167,1549384620,2581,S
9176,1549388340,2581,S
9173,1549389300,2581,S
9567,1549389480,2581,N
9163,1549401240,2581,S
9198,1549402440,2581,S
9190,1549402560,2581,S
9165,1549404060,2581,S
9441,1549404120,2581,S
9170,1549408620,2581,S
9169,1549470120,2581,S
9154,1549474380,2581,S
9159,1549476240,2581,S
9153,1549480080,2581,S
9157,1549482000,2581,S
9572,1549485840,2581,S
9158,1549487640,2581,S
9197,1549487880,2581,S
9142,1549488000,2581,S
9156,1549490640,2581,S
9152,1549490820,2581,S
9150,1549492800,2581,S
9182,1549493820,2581,S
9149,1549494780,2581,S
9146,1549554300,2581,S
9135,1549557060,2581,S
9481,1549558980,2581,N
9130,1549559040,2581,S
9132,1549563240,2581,S
9134,1549564560,2581,S
9127,1549566300,2581,S
9141,1549566300,2581,S
9128,1549574640,2581,S
9131,1549574880,2581,S
9125,1549576200,2581,S
9121,1549578720,2581,S
9137,1549578960,2581,S
9138,1549579320,2581,S
9136,1549579440,2581,S
9139,1549580580,2581,S
9148,1549635180,2581,S
9147,1549636680,2581,S
9124,1549642320,2581,S
9160,1549645620,2581,S
9111,1549654440,2581,S
9448,1549654500,2581,S
9118,1549656060,2581,S
9122,1549656480,2581,S
9113,1549657380,2581,S
9117,1549657740,2581,S
9144,1549658460,2581,N
9105,1549660800,2581,S
9625,1549661040,2581,N
9129,1549661700,2581,S
9115,1549662300,2581,S
9120,1549662480,2581,S
9114,1549663440,2581,S
9107,1549664460,2581,
9097,1549664520,2581,S
9096,1549667160,2581,S
9404,1549669260,2581,S
9162,1549672800,2581,S
9161,1549676400,2581,S
9164,1549677900,2581,S
9405,1549680600,2581,S
